,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1657,በመሆኑም,እየደረሰ,ካለው,ችግር,በዋናነት,የሚጠቀሰው,የንጹህ,መጠ,ውሃ,አቅርቦትና,ስርጭት,እጥረት,በዋናነት,የሚጠቀስ,,,,,,,,,,,,,,,,,,,,,,
1658,በለው,እሺ,እንግዲህ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,የብልጽግና,ፓርቲ,ስኬት,አብዮታዊ,ዴሞክራሲን,በመገርሰሱ,ፌደራሊዝምን,በአግባቡ,ለመተግበር,በሚኖረው,ተነሳሽነት,አጋር,ክልሎችን,አባል,ማድረጉ,ጥሩ,ጅማሮ,,,,,,,,,,,,,,,,,,,
1660,ጸረ,ሙስሊም,አይደለህም,እስኬ,ልቤ,ያውቃል,አብሮ,አደረሰህ,እስክንድር,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,አየህ,ወደራስህ,እየተመለስክ,መልካም,ማውራት,ነውየሚያምርብህ,ፖለቲካውን,ለፖለቲከኞች,ተወው,እኛም,በየሙያችን,መልካም,ግዜ,,,,,,,,,,,,,,,,,,,,,,,
1662,ጥረው,ግረው,ያገኙት,ሀብት,አይመስልም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,አሜሪካዊ,ያገባች,የግቢ,ጓደኛችን,ነበረች,ከሰርጓ,ቀናት,በፊት,ቤቷ,ሄደን,ስናወራ,የነገረችን,"""እኔን",ለብሩ,ብለሽ,አይደል,ሲሉኝ,አብረን,ስንሄድ,ፈረንጅ,መኒ,ብለው,እጃቸውን,የሚዘረጉ,ልጆች,ብዙ,ጊዜ,"ያጋጥሙናል""",ብላናለች,,,,,,,
1664,“የትምህርት,ስርአታችን,የቀዉስ,አዙሪት,ሳይማሩ,ከማስተማር,ይጀምራል,ሳይማሩ,ማስተማር,የተማረ,መሀይም,ይፈጥራል,ደግሞ,እሱም,ሳይማር,አስተምሮ,ከሱ,የከፋ,መሀይም,ያፈራል,በዝህ,መልኩ,ትምህርታችን,,,,,,,,,,,,,
1665,ይቅርታ,ይጠይቃል,ብዬ,ስጠብቅ,ጭራሽ,ይጃጃላል,እንዴ,ኤጭጭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,በደቡብ,አፍሪካ,የኢፌዴሪ,ባለሙሉ,ስልጣን,አምባሳደር,ክቡር,ዶር,ሽፈራው,ተክለማሪያም,ለታዳሚው,የእንኳን,ደህና,መጣችሁ,መልእክት,አስተላልፈዋል,,,,,,,,,,,,,,,,,,,,
1667,እጃቸዉን,መሰደድ,ይችላሉ,ደሞ,አብረን,ሰባብረን,ቀይረዉ,እንዳይመጡ,እናረጋቸዋለን,ምድረ,የበሰበሰ,የአሮጌ,ሽማግሌ,ጥርቅም,,,,,,,,,,,,,,,,,,,,,,
1668,የፖለቲካ,ፓርቲዎች,ለህዳሴ,ግድቡ,ዳር,መድረስ,አስተዋጽኦ,እንዲያደርጉ,ጥሪ,ቀረበ,የፖለቲካ,ፓርቲዎች,ለህዳሴ,ግድቡ,ዳር,መድረስ,አስተዋጽኦ,እንዲያደርጉ,የታላቁ,ህዳሴ,ግድብ,ህዝባዊ,ተሳትፎ,አስተባባሪ,ብሄራዊ,ምክር,ቤት,ጽህፈት,ቤት,ጥሪ,አቀረበ,,,,,
1669,ሰናይ,መአልቲ,ህዳር,ጽዮን,ኣኽሱም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,ሁላችንም,የእግዚብሄርን,ክብር,አንኳሰናል,ከእርሱ,ነገሮችን,በመምረጥ,ባለማመስገን,በእርሱ,ባለመታመንና,ባለመታዘዝ,በመሆኑም,እግዚአብሄር,ለዘላለም,በክብሩ,ደስተኞች,እንዳንሆን,በመከልከሉ,ትክክል,እነር,,,,,,,,,,,,,,,,
1671,በአለም,አቀፍ,የወንጀል,ህግ,ይጠየቅልን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,ዘመን,ባንክ,ባለፈው,የበጀት,አመት,ለተለያዩ,የኢኮኖሚ,ዘርፎች,የሰጠው,ብድር,ቢሊዮን,ብር,የደረሰ,ከቀዳሚው,አመት,በመቶ,እድገት,የተመዘገበበት,ባንኩ,ጨምሮ,ገልጿል,,,,,,,,,,,,,,,
1673,እሄ,እማ,ያአብይነ,ያነፍጠኞች,ቁማር,ነዉ,ያነፍጠኞች,አለማ,ያኦሮሞ,ህዝብን,ብህር,ለመጋጨት,ስጥሩ,እያያን,ነዉ,,,,,,,,,,,,,,,,,,,,,
1674,እኔም,የውሸት,መስሎኝ,ብልጽግና,ኢዜማን,የሚፈልገው,በምርጫ,ማግስትና,ያም,ጥሩ,ውጤት,ካመጣ,እስከዛ,ግን,ተፎካካሪ,ተቃዋሚ,ፓርቲ,ወደምርጫ,የሚገባው,ከምርጫ,ግን,መቀናጀቱ,አይቀርም,,,,,,,,,,,,,
1675,ጥልቅና,ሚዛናዊ,ትንታኔ,ፖሊሲው,አመት,በሂደት,ይደረጋል,የተባለው,ግብጽም,ከፖሊሲው,በፊት,በቂ,የውጭ,ምንዛሬ,እንዲኖር,ያደረገችው,ገበያ,መር,ፖሊሲ,መጀመሯን,ስላሳየችና,ተከትሎም,ምንዛሬ,ፍሰቱ,ስለጨመረ,,,,,,,,,,,
1676,መጀመሪያ,ቃል,ቃሉም,”ልክ,እናሰገባቸዋለን”,በዋናነት,ልክ,የምገባዉም,ኦህዴድ,ልክ,የምያስገባዉ,አባይ,ጠሃዬ,አዎ,ሰዉ,የዋህ,ነዉ,ይረሳል,,,,,,,,,,,,,,,,,,
1677,ለገሀር,የሚገኘው,የባህርና,ሎጀስቲክስ,አገልግሎት,ኢንተርፕራይዝ,የቀድሞ,ህንጻ,ከጥንካሬው,የተነሳ,ለማፍረስ,ፈተና,ይመስላል,በአካባቢው,ሊደረግ,ለታሰበ,የልማት,እንቅስቃሴ,በመፍረስ,ይታወቃል,,,,,,,,,,,,,,,,
1678,በዋሽንግተን,ዲሲ,በአፋን,ኦሮሞ,የሚታገለግል,የኦርቶዶክስ,ተዋህዶ,ቤተክርስቲያን,ተመሰረተችከቅድስት,ማሪያም,ቤተክርስቲያን,ኦሮሞ,በመሆኑ,ምክንያት,የተባረሩት,ቄስ,ሳሙኤል,ብርሀኑ,ጃቤሳ,አገልግሎቱን,አስጀምረዋል,,,,,,,,,,,,,,,
1679,የልደቱ,ፓርቲ,እየመጣላችሁ,እንዳልታየኸ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,"""",የትግራይ,አቋም,በየ,አይቀያየርም,አንድና,ነው”,አቦ,ሌንጮ,ለታ,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,የኔ,መስሎኝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,ኢራን,የኒውክሌር,ስምምነትን,እንድታከብር,ጀርመን,ጠየቀች,ስምምነቱን,ለማስቀጠል,ጥረት,እንደምታደርግም,ጀርመን,አስታውቃለች,,,,,,,,,,,,,,,,,,,,,,,,
1683,የተለያዩ,መፈክሮች,እየተሰሙ,የቀጠለው,ሰልፍ,ጊዮርጊስ,ቤተክርስቲያን,ሲቃረብ,አስተባባሪዎች,ድምጽ,ማጉያ,መልእክት,ሰልፈኛው,ተላለፈ,,,,,,,,,,,,,,,,,,,,,,
1684,መጋቢ,ሀዲስ,እሸቱ,አለማየሁ,የተጠየቁት,ገራሚ,ጥያቄ,ዘር,መርጦ,ነዉ,የተወለደዉ,,,,,,,,,,,,,,,,,,,,,,,,,
1685,ኢትዮጵያውያን,ግን,ነካችሁ,ገና,ተረጋጉ,ጤናውን,ይስጣችሁ,ትደርሱበታላችሁ,አታሽቃብጡ,አናዳጅ,ሁላ,እምየ,ሚኒሊክንም,አታሳዝኑት,እባካችሁ,,,,,,,,,,,,,,,,,,,,,
1686,ኢዜማ,አለም,አቀፍ,የደጋፊዎች,ማህበር,ትዊተር,ገጽን,በመከተል,ድጋፍዎን,ያሳዩ,ማህበራችንንም,ይቀላቀሉ,,,,,,,,,,,,,,,,,,,,,,,,
1687,ቱልቱላ,ሁላ,ዘመናችሁን,በቃ,ስትፎክሩ,ስታነበንቡ,እስከኣሁን,ከታሪክ,አልተማራችሁምገና,የኤርትራ,ጥሩ,ኣርጎ,ያስተምራችሗል,ዶማ,ራስ,ሁላ,ጊዜን,ጠብቁ,,,,,,,,,,,,,,,,,,
1688,በየቦታው,ብትሄድ,ከተማዋን,የሞላው,የኛ,ያልሆነ,ነዉ,የሚዲያ,ሰዎች,ተሽለዉ,መገኘት,ሲገባቸዉ,ነገሩን,ማራገባቸዉ,ደስ,አይልም,,,,,,,,,,,,,,,,,,,,
1689,ክብሩን,አይጠብቅም,ይሄሰው,ጅል,አልፎ,ይነካኛል,ድንበርም,የለው,እኔስ,ትቼሃለሁ,ተወኝ,ልቀቀኝ,በቸርል,ልዋልበት,አታበሳጨኝ,እምቢ,አሻፈረኝ,እምቢኝ,እንጃ,እምቢኝ,ተወኝ,ተወ,,,,,,,,,,,,,,
1690,እሺ,በግብዣው,ደስተኛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,ጥያቄው,ሰዎች,አንተን,ያዩሃል,ትመለከተዋለህ,መልካም,ቀን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,ግድ,የለም,ወዳጄ,ግሩም,ካንተ,ያለሁ,ተራ,ከረታታው,ከተሜ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,ከማርጠብ,የሰውዬው,መንጨርጨር,ይገርማል,ቅና,ልጅ,በአባቱ,ላ,ይቀናል,የተባለው,ያለምክንያት,አይደለም,,,,,,,,,,,,,,,,,,,,,,,,
1694,ለመወሃድ,ግንባሩን,የመሰረቱ,ፓርቲዎች,በመጀመሪያ,የነበራቸው,ህጋዊ,ሰውነት,በማስቀረት,ራሳቸውን,በማክሰም,አዲስ,የሚመዘገብ,የፖለቲካ,ፓርቲ,መፍጠር,አለባቸው,ግንባር,ራሱን,ችሎ,መልክ,አይቀየርም,,,,,,,,,,,,,,
1695,ምንድነው,በግእዛችን,ምትመራረቁት,አምሀርኛ,ገባች,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,ዳቆኑ,በቅጽበት,ከተረት,ተረት,ዲፕሎማትነት,ሰላም,እንዲሰፍን,መላ,ስላመጣችው,የቢቸና,ጦጣ,እየተረከላቸው,ይሆን,,,,,,,,,,,,,,,,,,,,,,,
1697,ዶክተር,መሀሪ,ታደሰ,ወልደጊዮርጊስ,የባህር,ዳር,ከተማ,አስተዳደር,ተቀዳሚ,ምክትል,ከንቲባ,ተሾሙ,በደብረ,ብርሃን,ከተማ,የሚገነባው,የበላይ,ኮኮብ,ሆቴል,ፕላን,በዘርፉ,ባለሙያዎች,ተገመገመ,,,,,,,,,,,,,
1698,ልክ,የዛሬው,ከጫጉላም,ያልፋል,ሊጫወት,እንደሚፈልግ,ያሳየበት,ጨዋታ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,መቼም,ሪል,ኢንጅነር,አይሆንም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,አደባባዩ,ስክሪን,ሲገጠም,ብርቅ,ተኮልኩለን,ክሊፕ,ያየን,ካናል,ቢኒ,ባቅላባ,ለመብላት,የተሰለፍነው,የኮኮአ,ጀላቲ,ለመግዛት,ሸንኮር,ድረስ,የሄድ,,,,,,,,,,,,,,,,,,
1701,እንዳትጠፉ,ትጉና,ጸልዩ,ሶስተኛው,የአለም,ጦርነት,ተጀምሯል,እንሆ,እያኮበኮበ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,ልጆች,ሆነን,ትቤት,ክብ,ወንበር,ደርድረን,ዙሪያውን,እሩጠን,ቀድሞ,ወንበር,ለመያዝ,እያልን,እንጫወት,ይመስላል,የሀገራችን,በደመነብስ,የሚካሄደው,ፖለቲካ,"""",ታጥቦ,ጭቃ,"""",ይሉታል,ይሄ,,,,,,,,,,,,
1703,ከፖሊተከኞች,የሚደረጉ,ቃለመጠይቆች,ወሳኝ,በሚባሉ,ጉዳዮች,ፓርቲዎች,ያሏቸውን,አቋም,ለህብረተሰቡ,ለመሳወቅ,ማገዝ,አለባቸው,ብለን,እናምናለንለዚህም,ቃለመጠይቆችን,ካላቸው,የፖሊ,,,,,,,,,,,,,,,,,,
1704,የትምህርት,አመራርስ,ካድሬ,አይደለምን,ትምህርት,ሚኒስቴር,በሀሰተኛ,የአፈጻጸም,ሪፖርት,የተካነ,ተቋም,አይደለምን,የትምህርት,ሪፎርም,ስራው,በገለልተኛ,አማካሪ,ካልተከናወነ,በቀር,ካለንበት,ማጥ,አያዋጣንም,"""","""",,,,,,,,,,,,
1705,በምንም,መስፈርቱ,ለአማራዉ,ከተጠቀሱት,ግለሰቦችቡድኖች,ጠላት,የለም,አይመጣም,ከአዴፓ,በስትራቴጂም,በሁሉም,በሚቻለው,መንገድ,አብሮ,መስራቱ,አንደኛው,አንደኛው,መንገድ,,,,,,,,,,,,,,,,,,
1706,በወሬ,ደረጃ,ተሽቀዳዳሚም,የላቸውም,በተግባር,ግን,ከሽበርተኛነት,የሚለያቸው,ምንድነው,የኦሮሞ,ስላም,አብሮ,መኖርን,ትምህርትን,ስርቶ,መብላትን,ይጠላበት,ይመስላህል,ድርጅቶች,አፋቸውን,የፈቱት,በጥላቻ,ይስለቻል,,,,,,,,,,,,,
1707,ከሀገሬው,ለቻይናዉያን,ምቹ,የሆነች,ሀገር,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,ድርጅትዎ,የጅብ,ችኩል,ቀንድ,ይነክሳል,ሰኔ,ጭጭ,ብላችኋል,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,በነበርክ,ሰአት,በሌሊት,ፎቶ,መነሳት,አልተጀመረማ,ጆዬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,ወንድማችን,እስክንድርን,በቦሌ,እየር,ማረፊያ,እየተጠባበቁት,ያሉት,ውድ,የኢትዮጵያ,ልጆች,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,እናመሰግናለን,የኛ,ድምጽ,ፈጣሪ,ይከተለን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,የኢትዮጵያ,ብሄራዊ,ምርጫ,ቦርድ,የመጪውን,አገራዊ,ምርጫ,የጊዜ,ሰሌዳ,አስመልክቶ,የምክክር,ውይይት,እያደረገ,ይገኛል,ውይይት,እየተደረገበት,የምርጫ,የጊዜ,ሰሌዳ,ይመስላል,ድምጽ,መስጫ,ቀን,ነሀሴ,,,,,,,,,,,,
1713,ውሃ,ቅዳ,ውሃ,መልስ,የኢትዮጵያ,ፖለቲካ,"""ቀጥ",ሲታጣ,ይመለመላል,ጎባጣ,"""",እኮ,ነገሩ,,,,,,,,,,,,,,,,,,,,,,,
1714,ወያኔ,ከሲኒየርነትወርዳ,ጁኒየር,የአጋር,ፓርቲነት,ሚና,ለመጫወት,መወሰኗን,ስትሰማ,ለማረጥ,የደረሰች,ሴት,ወንድ,አታማርጥም,አይነት,,,,,,,,,,,,,,,,,,,,,
1715,ደግሞ,ደህና,ልበልህ,በሚለው,ትለይሀለች,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,ጥሩ,ነውበተጨማሪም,ከክልሉ,ያለውን,የክልሉ,ተወላጅ,ደጋፊ,መያዝ,ቢቻል,ጥሩ,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,የዛኔ,ሉአላዊ,ሀገር,ክደን,እንዴአሁን,አልፏልአስተምሮን,ካላለፈ,ነገ,አቅሙን,ሲያጠናክርና,እላፊ,ጥቅም,ሲፈልግ,ላለመደገሙ,ማረጋገጫ,አለን,,,,,,,,,,,,,,,,,,,,
1718,ለተክለሃይማኖት,ጻድቅ,መጠነ,በዝሀ,ህማሙ,ትዌድሶ,ደብረሊባኖስ,ገዳሙ,የጻድቁ,አቡነ,ተክለሃይማኖት,ጸሎትና,ምልጃ,ከኛ,አደረሰን,,,,,,,,,,,,,,,,,,,,,
1719,ላመሰግንሽ,ምክንያቴ,ብዙ,ነዉ,እመቤቴ,ድንግል,ማርያም,ናዝሬት,ማርያም,ቤተከርስቲያን,️,,,,,,,,,,,,,,,,,,,,,,,,,
1720,ራስህ,እሺ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,ትክክል,ወደፊት,መቀጠል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,ሸገር,ጊዜ,ደበበ,ሰይፉ,ፕሮግራም,ሰርተው,ስራዎቹ,ግጦሞቹን,ሲያነባቸው,ያሰሙ,ነበረ,አነባበቡ,በዜማና,በሰሜት,መቼም,አይረሳኝም,አመሰግናለሁ,መኖርደስይላል,,,,,,,,,,,,,,,,,,
1723,ጥሩ,ግን,አደራሽ,ተሳታፊ,አይመስልም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,ስብሰባውልፍለፋውፉከራውና,ድንፋታው,የትም,አያደርስም,ዘላለም,አትነግሱም,በቃ,ማለት,በቃ,አርፋችሁ,ለመነጋገርና,ለመግባባት,ብትሞክሩ,ለሁላችንም,ትርፍ,,,,,,,,,,,,,,,,,,,,,
1725,ይኸ,ወዴት,ይሂድ,አረ,ግራ,ገባን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,ጸዲዬን,ስሙልኝ,እስቲ,መቼም,ቀንደኛ,አድናቂዋ,መሆኔን,በአደባባይ,ካወጅኩ,ሰንብቻለሁ,አንግዲህ,ሰይፉ,ስታወራ,ድምጧ,ሙዚቃ,ይመስል,ስወዛወዝ,አሪፍ,ስብእናም,አላት,እንደተመቸችኝ,ትመቻችሁ,,,,,,,,,,,,,,
1727,ኦሮምያ,የደጋገዎች,አገር,ናት,አጋች,ታጋች,ዲራማ,የሚካሄድ,በት,ክልል,አይደለም,,,,,,,,,,,,,,,,,,,,,,,,,
1728,የቀረጸው,ግለሰብ,ላንተ,ከመላክ,አስቀድሞ,ለፖሊስ,ለሚመለከተው,ክፍል,ሪፖርት,ቢያደርግ,ጥሩ,,,,,,,,,,,,,,,,,,,,,,,,,
1729,አንዳንዴ,እውነት,ተራራ,ፈንቅሎ,ይወጣል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,ናዝሬት,נצרת,ጌታችን,መድሀኒትችን,እየሱስ,ክርስቶስ,ያደገባት,መልአኩ,ቅዱስገብርኤል,እመቤታችንን,ያበሰረበት,ቦታ,የብስራቱ,ቤተብክርስቲያን,,,,,,,,,,,,,,,,,,,,,,
1731,የድምጽ,አሰጣጥ,ሂደትና,ቆጠራማ,የማጨናበር,መንገድ,እንደሚይዝ,መጠራጠር,አይቻልም,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,በነገራችን,ኢትዮጲያ,ትሪሊዮን,ብር,ብድር,አለባት,ህዝቡ,ግን,ሲታይ,ያበደረ,የተበደረ,አይመስልም,,,,,,,,,,,,,,,,,,,,,,,,
1733,የዛሬን,አያድርገው,አብዮታዊ,ድሞክራሲም,ተሰብኮ,ወደጄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,ንጹህ,የብልጽግና,ተስፋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,አልበሟ,ጥሩ,"""አንድ""",አይታችሁ,ኦቨር,ሬትድ,ማለትን,አመጣው,አርቲፊሻል,ውሸታም,የተባሉ,ሲንግሎቿ,ከማይረቡ,አልበሞች,እጅጉን,ይሻላሉ,በስንፍናዋ,ብስማማም,የምትሉትን,ዱላ,አይገባትም,,,,,,,,,,,,,,,
1736,የዎላይታ,ዞን,የለውጥ,አራማጆች,ጠቅላይ,ምኒስትር,አቢይ,አህመድ,የዞኑን,ክልል,የመቆም,ጥያቄ,ለመመለስ,"""የብሄራዊ",ምርጫ,ቦርድ,ሰብሳቢ,ብርቱካን,ሚደቅሳ,"እደውላለሁ""",ሲሉ,ቃል,እንደገ,,,,,,,,,,,,,
1737,"""ያማማቶ",በኢትዮጵያ,መስክርልን,"ኣለው""",ኮል,ገመቹ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,ለመድሃኒት,መግዣ,የሚሆን,የውጭ,ምንዛሬ,በአግባቡ,የሌላት,ሃገር,ቻይናና,ቱርክ,በገፍ,ያመረቱትን,የገና,አባት,ተበዮውንና,የራሷን,የባህል,አልባሳት,ሚሊዮን,ዶላሮች,አፍስሳ,ኢምፖርት,አድርጋ,ስታይ,መረገም,ትላለህ,,,,,,,,,,
1739,በብድር,አለቅን,ችግሩ,ግን,ተበድረው,ያንን,ብድር,የሚከፍል,ኢንቨስትመንት,ቢሰራ,ሁሌ,ፕሮጀክቶች,በእንጥልጥል,እየቀሩ,ከዛ,ህዝቡን,ብዙ,ግብር,ክፈል,ማጨናነቅ,,,,,,,,,,,,,,,,
1740,ብላቹ,ብላቹ,መኖርንም,ቅንጦት,ብላቹ,እኛላይ,መንግስትን,የምታማክሩ,የድሆች,የላብ,አደሮች,ዜጎች,እንባ,ደም,በላያቹ,ግዜ,ይፍረድባቹ,,,,,,,,,,,,,,,,,,,
1741,ሃሃ,ምስኪን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,እንኳእ,ኣብጸሀና,ንህዳር,ጽዮን,በረከታ,ልመናኣን,ምህለላኣን,ንእኖና,ማርያም,ምሳናን,ምስኩሉ,አለምን,ይኹን,ሰናይ,በአል,ይግበረልና,"""ወኢያድግ",እግዚአብሄር,ለሀገር,ዘእንበለ,አሀደ,"ሄር""",,,,,,,,,,,,,,
1743,አሳዛኝ,ዜና,የቤኒሻንጉል,ጉሙዝ,ክልል,ምክር,ቤት,የከተማ,ልማት,ንድግ,ኢንዱስትሪ,ትራንስፖርትና,የፋይናንስ,ጉዳዮች,ኮሚቴ,ሰብሳቢ,ክቡር,አቶ,አብዱልሃይ,ሶጃር,ዛሬ,ከጠዋቱ,ነ,,,,,,,,,,,,,
1744,ማንም,አይቀየምህም,ዝም,ብለህ,ተቀደድ,እስኬ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,እስካሁን,ከኢህአዲግ,የኢኮኖሚ,ፖሊሲ,ፓርቲ,አይመስለኝም,ክርክሩ,በህገመንግስቱ,ባስተዳደር,ወሰን,ለምሳሌ,ኢዜማ,ስራ,ለመፍጠር,መሰረተ,ልማት,ለመገንባት,ኢንቨስትመንት,ለመሳብ,ፖሊሲ,ይዞ,የመጣው,,,,,,,,,,,,,,
1746,ረጅም,ጊዜ,ብየኮ,እኔኳን,አላስታውስም,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,ያው,ህንጻዎቹ,በጣልያን,ግዜ,የተሰሩና,የከተማው,መለያ,ሆኑ,ከሚል,ስጋት,የመነጨ,,,,,,,,,,,,,,,,,,,,,,,,,
1748,አራታችንን,ያገናኘን,ዩኒቨርስቲ,ጥሩ,ጎደኞች,አድርጎናል,እዛኔ,በነጻነት,እየተነጋገርን,የልብ,ጎደኛሞች,ሆነናል,የዛሬ,ዩንቨርስቲ,ተማሪ,የሚገዳደለው,የመነጋገር,ባህርይ,ስሌለው,ወይስ,የፖለቲካ,ቁማር,ይዞ,ዩንቨርስቲ,ስለሚገባ,,,,,,,,,,,
1749,ማነው,ስሙ,እስኪ,እናጥናው,ወዳጄ,ስሙን,ንገረን,ከተሞችን,ለመቆጣጠር,መሞከር,የገጠሩ,ከእጃቸው,ስለወጣ,,,,,,,,,,,,,,,,,,,,,,,
1750,"""እኔ",ከፖለቲካው,ተባርሬ,የምወጣው,አዲስ,አበባ,ከቱ,የፓርላማ,መቀመጫዎች,ኢህአዴግ,ካሸነፈ,በአጠቃላይ,የምርጫ,አካሄድ,ኢህአዴግን,በሰላማዊ,መንገድ,ከስልጣን,የማሰናበት,ግብን,በግልጽ,ያስቀመጠ,,,,,,,,,,,,,,
1751,እስከዛሬ,ተበላን,ማለት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,በደምቢ,ዶሎ,ዩኒቨርሲቲ,በኦነግና,ቄሮ,የታገቱ,የአማራ,ተማሪዎች,እስካሁን,አልተለቀቁምበርካቶች,ሴቶች,ናቸውነገሮች,ከአቅማችን,እየሆኑ,,,,,,,,,,,,,,,,,,,,,,
1753,ኦረዲ,ተጸጸተ,እኮ,"""እርዳታው",በደንብ,አለሁ,ሰርጌ,ጥሩ,ምሳሌ,እዛ,እኮ,ተጠዳድፌ,ረስቸው,እርዳታም,ለተመልካች,"ይከብዳል""",ታይቶ,,,,,,,,,,,,,,,,,,,
1754,ይሄን,መብት,የሰጠ,መንግስት,ነዉ,የህግ,ከለላዉ,ለአራጁ,ቄሮ,ጀዋር,ለሚመራዉ,ቄሮ,ይሄን,ስልጣን,ሰቶ,እያሳረደና,እያስገደለ,መንግስት,ነዉ,,,,,,,,,,,,,,,,,
1755,የሀላባ,ብሄረሰብ,የዘመን,መለወጫ,በአልሴራ,በአዲስ,አበባ,እየተከበረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,የባንክ,አካውንቱ,ለግዜው,የኦንላይን,ባንኪንግ,ሲስተሙ,ስለማይሰራ,በአካል,በቅርበት,ወደሚገኝ,የኢትዮጵያ,ንግድ,ባንክ,ቅርንጫፍ,በመሄድ,የአቅማችሁን,መለገስ,ትችላላችሁ,እስካሁን,ለደገፋችሁና,ለወደፊት,የድጋፉ,ተባባሪ,ለምትሆኑ,ትልቅ,ምስጋና,,,,,,,,,,
1757,በሴቶቹ,ማራቶን,ኬንያና,እንዴ,የተወዳደሩት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,ምርጫ,አመት,አመት,ስለተራዘመ,ለምርጫው,ምቹ,ይፈጠራል,ማሰብ,ሞኝነት,ችግሩ,እንደማይባባስ,ማረጋገጫ,የቆጡን,አወርድ,የብብቷን,ጣለች,እንዳይሆን,ምርጫው,ጊዜ,ማራዘም,ሳይስፈልግ,መካሄድ,,,,,,,,,,,,,,
1759,አልደመርም,መስሎኝ,የማያምኑበትን,ፓርቲ,ስራ,ሊያስፈጽሙ,የተገኙት,ወይስ,ሱሴ,ስልጣኑን,በፈቃዳቸው,ቢለቁ,መልካም,,,,,,,,,,,,,,,,,,,,,,,
1760,አዲስ,ጎበዝ,ወጣት,ድምጻዊት,ናት,ሙዚቃዎቿ,ደስ,ይላሉ,አወራሯ,ግን,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,የገናን,በአል,በማስመልከት,የተዘጋጁ,የንግድ,ትርኢቶች,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,አባክህ,ዝም,በል,ባዶ,ጭንቅላትህን,በሀፍ,ህ,አታሳየን,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,ለውጡ,ለውጡ,እኮ,ብልጽግና,ፓርቲ,መስርቶ,አምባገነን,ስርአት,መገንባት,አይደለም,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,በዋሽንግተን,አካባቢው,የሚገኙ,የእስልምና,እምነት,ተከታዮች,ዛሬ,በኢትዮጵያ,ኤምባሲ,በመሰባሰብ,በቅርቡ,በሞጣ,አካባቢ,የደረሰውን,የመስጊዶች,መቃጠል,አወገዙ,አጥፊዎችም,ባፋጣኝ,ለህግ,እንዲ,,,,,,,,,,,,,,,
1765,ጨጨሆን,ምርጫው,ያደረገ,በርግጥ,ይቸገራል,የአስቴር,የአሁኑ,ስራዎች,የራስዋ,ታይፕ,ይመስለኛል,በፊት,የምንወዳቸው,ዜማዎች,እይነት,,,,,,,,,,,,,,,,,,,,,
